ID поста,Тема,Раздел,Автор,Email автора,Роль автора,Содержимое,Дата создания,Отредактирован,Удалён,Лайков,Дизлайков,Рейтинг,Номер редакции
109,Дополнительная тема #7 от moderator2,Общие вопросы,moderator2,mod2@gadukagang.com,Moderator,"Это первое сообщение в теме ""Дополнительная тема #7 от moderator2"". Здесь пользователь moderator2 делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
110,Дополнительная тема #7 от moderator2,Общие вопросы,EclipseMail,simernin.mat@gmail.com,User,"Ответ #1 от пользователя EclipseMail на тему ""Дополнительная тема #7 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
111,Дополнительная тема #7 от moderator2,Общие вопросы,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #2 от пользователя EclipseModer на тему ""Дополнительная тема #7 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
112,Дополнительная тема #7 от moderator2,Общие вопросы,moderator1,mod1@gadukagang.com,Moderator,"Ответ #3 от пользователя moderator1 на тему ""Дополнительная тема #7 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
113,Дополнительная тема #7 от moderator2,Общие вопросы,admin,admin@gadukagang.com,Super Admin,"Ответ #4 от пользователя admin на тему ""Дополнительная тема #7 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
114,Дополнительная тема #8 от user4,Python,user4,user4@gadukagang.com,User,"Это первое сообщение в теме ""Дополнительная тема #8 от user4"". Здесь пользователь user4 делится своими мыслями.",2025-12-01 13:33:32,Нет,Да,0,0,0,0
115,Дополнительная тема #8 от user4,Python,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #1 от пользователя EclipseModer на тему ""Дополнительная тема #8 от user4"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
116,Дополнительная тема #8 от user4,Python,user5,user5@gadukagang.com,User,"Ответ #2 от пользователя user5 на тему ""Дополнительная тема #8 от user4"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
117,Дополнительная тема #8 от user4,Python,admin,admin@gadukagang.com,Super Admin,"Ответ #3 от пользователя admin на тему ""Дополнительная тема #8 от user4"".",2025-12-01 13:33:32,Нет,Да,0,0,0,0
118,Дополнительная тема #8 от user4,Python,user2,user2@gadukagang.com,User,"Ответ #4 от пользователя user2 на тему ""Дополнительная тема #8 от user4"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
119,Дополнительная тема #8 от user4,Python,user5,user5@gadukagang.com,User,"Ответ #5 от пользователя user5 на тему ""Дополнительная тема #8 от user4"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
120,Дополнительная тема #9 от EclipseSuper,Мобильная разработка,EclipseSuper,simernin.mat@gmail.com,User,"Это первое сообщение в теме ""Дополнительная тема #9 от EclipseSuper"". Здесь пользователь EclipseSuper делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
121,Дополнительная тема #9 от EclipseSuper,Мобильная разработка,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #1 от пользователя EclipseSuper на тему ""Дополнительная тема #9 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
122,Дополнительная тема #9 от EclipseSuper,Мобильная разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #2 от пользователя EclipseMail на тему ""Дополнительная тема #9 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
123,Дополнительная тема #9 от EclipseSuper,Мобильная разработка,user3,user3@gadukagang.com,User,"Ответ #3 от пользователя user3 на тему ""Дополнительная тема #9 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
124,Дополнительная тема #10 от user1,Python,user1,user1@gadukagang.com,User,"Это первое сообщение в теме ""Дополнительная тема #10 от user1"". Здесь пользователь user1 делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
125,Дополнительная тема #10 от user1,Python,user2,user2@gadukagang.com,User,"Ответ #1 от пользователя user2 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
126,Дополнительная тема #10 от user1,Python,user2,user2@gadukagang.com,User,"Ответ #2 от пользователя user2 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
127,Дополнительная тема #10 от user1,Python,moderator1,mod1@gadukagang.com,Moderator,"Ответ #3 от пользователя moderator1 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
128,Дополнительная тема #10 от user1,Python,user5,user5@gadukagang.com,User,"Ответ #4 от пользователя user5 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
129,Дополнительная тема #10 от user1,Python,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #5 от пользователя EclipseSuper на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
130,Дополнительная тема #10 от user1,Python,admin,admin@gadukagang.com,Super Admin,"Ответ #6 от пользователя admin на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
131,Дополнительная тема #10 от user1,Python,user1,user1@gadukagang.com,User,"Ответ #7 от пользователя user1 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
132,Дополнительная тема #10 от user1,Python,user4,user4@gadukagang.com,User,"Ответ #8 от пользователя user4 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
133,Дополнительная тема #10 от user1,Python,user1,user1@gadukagang.com,User,"Ответ #9 от пользователя user1 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
134,Дополнительная тема #10 от user1,Python,user3,user3@gadukagang.com,User,"Ответ #10 от пользователя user3 на тему ""Дополнительная тема #10 от user1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
135,Дополнительная тема #11 от EclipseModer,Базы данных,EclipseModer,simernin.mat@gmail.com,Moderator,"Это первое сообщение в теме ""Дополнительная тема #11 от EclipseModer"". Здесь пользователь EclipseModer делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
136,Дополнительная тема #11 от EclipseModer,Базы данных,user5,user5@gadukagang.com,User,"Ответ #1 от пользователя user5 на тему ""Дополнительная тема #11 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
137,Дополнительная тема #11 от EclipseModer,Базы данных,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #2 от пользователя EclipseModer на тему ""Дополнительная тема #11 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
138,Дополнительная тема #11 от EclipseModer,Базы данных,eclipse,simernin.mat@gmail.com,User,"Ответ #3 от пользователя eclipse на тему ""Дополнительная тема #11 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
139,Дополнительная тема #11 от EclipseModer,Базы данных,user2,user2@gadukagang.com,User,"Ответ #4 от пользователя user2 на тему ""Дополнительная тема #11 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
140,Дополнительная тема #11 от EclipseModer,Базы данных,user2,user2@gadukagang.com,User,"Ответ #5 от пользователя user2 на тему ""Дополнительная тема #11 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
141,Дополнительная тема #12 от admin,Общие вопросы,admin,admin@gadukagang.com,Super Admin,"Это первое сообщение в теме ""Дополнительная тема #12 от admin"". Здесь пользователь admin делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
142,Дополнительная тема #12 от admin,Общие вопросы,user3,user3@gadukagang.com,User,"Ответ #1 от пользователя user3 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
143,Дополнительная тема #12 от admin,Общие вопросы,moderator2,mod2@gadukagang.com,Moderator,"Ответ #2 от пользователя moderator2 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
144,Дополнительная тема #12 от admin,Общие вопросы,user3,user3@gadukagang.com,User,"Ответ #3 от пользователя user3 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
145,Дополнительная тема #12 от admin,Общие вопросы,moderator1,mod1@gadukagang.com,Moderator,"Ответ #4 от пользователя moderator1 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
146,Дополнительная тема #12 от admin,Общие вопросы,moderator1,mod1@gadukagang.com,Moderator,"Ответ #5 от пользователя moderator1 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
147,Дополнительная тема #12 от admin,Общие вопросы,user4,user4@gadukagang.com,User,"Ответ #6 от пользователя user4 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
148,Дополнительная тема #12 от admin,Общие вопросы,user2,user2@gadukagang.com,User,"Ответ #7 от пользователя user2 на тему ""Дополнительная тема #12 от admin"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
149,Дополнительная тема #13 от eclipse,Кибербезопасность,eclipse,simernin.mat@gmail.com,User,"Это первое сообщение в теме ""Дополнительная тема #13 от eclipse"". Здесь пользователь eclipse делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
150,Дополнительная тема #13 от eclipse,Кибербезопасность,admin,admin@gadukagang.com,Super Admin,"Ответ #1 от пользователя admin на тему ""Дополнительная тема #13 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
151,Дополнительная тема #13 от eclipse,Кибербезопасность,admin,admin@gadukagang.com,Super Admin,"Ответ #2 от пользователя admin на тему ""Дополнительная тема #13 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
152,Дополнительная тема #13 от eclipse,Кибербезопасность,user1,user1@gadukagang.com,User,"Ответ #3 от пользователя user1 на тему ""Дополнительная тема #13 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
153,Дополнительная тема #13 от eclipse,Кибербезопасность,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #4 от пользователя EclipseSuper на тему ""Дополнительная тема #13 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
154,Дополнительная тема #14 от moderator1,Веб-разработка,moderator1,mod1@gadukagang.com,Moderator,"Это первое сообщение в теме ""Дополнительная тема #14 от moderator1"". Здесь пользователь moderator1 делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
155,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #1 от пользователя EclipseMail на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
156,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #2 от пользователя EclipseModer на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
157,Дополнительная тема #14 от moderator1,Веб-разработка,user3,user3@gadukagang.com,User,"Ответ #3 от пользователя user3 на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
158,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #4 от пользователя EclipseModer на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
159,Дополнительная тема #14 от moderator1,Веб-разработка,moderator1,mod1@gadukagang.com,Moderator,"Ответ #5 от пользователя moderator1 на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
160,Дополнительная тема #14 от moderator1,Веб-разработка,moderator2,mod2@gadukagang.com,Moderator,"Ответ #6 от пользователя moderator2 на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
161,Дополнительная тема #14 от moderator1,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #7 от пользователя user2 на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
162,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #8 от пользователя EclipseMail на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
163,Дополнительная тема #14 от moderator1,Веб-разработка,admin,admin@gadukagang.com,Super Admin,"Ответ #9 от пользователя admin на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
164,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #10 от пользователя EclipseModer на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
165,Дополнительная тема #14 от moderator1,Веб-разработка,user3,user3@gadukagang.com,User,"Ответ #11 от пользователя user3 на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
166,Дополнительная тема #14 от moderator1,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #12 от пользователя user2 на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
167,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #13 от пользователя EclipseModer на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
168,Дополнительная тема #14 от moderator1,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #14 от пользователя EclipseModer на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
169,Дополнительная тема #14 от moderator1,Веб-разработка,admin,admin@gadukagang.com,Super Admin,"Ответ #15 от пользователя admin на тему ""Дополнительная тема #14 от moderator1"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
170,Дополнительная тема #15 от eclipse,Веб-разработка,eclipse,simernin.mat@gmail.com,User,"Это первое сообщение в теме ""Дополнительная тема #15 от eclipse"". Здесь пользователь eclipse делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
171,Дополнительная тема #15 от eclipse,Веб-разработка,user5,user5@gadukagang.com,User,"Ответ #1 от пользователя user5 на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
172,Дополнительная тема #15 от eclipse,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #2 от пользователя user2 на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
173,Дополнительная тема #15 от eclipse,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #3 от пользователя user2 на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
174,Дополнительная тема #15 от eclipse,Веб-разработка,admin,admin@gadukagang.com,Super Admin,"Ответ #4 от пользователя admin на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
175,Дополнительная тема #15 от eclipse,Веб-разработка,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #5 от пользователя EclipseSuper на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
176,Дополнительная тема #15 от eclipse,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #6 от пользователя user2 на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
177,Дополнительная тема #15 от eclipse,Веб-разработка,user1,user1@gadukagang.com,User,"Ответ #7 от пользователя user1 на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
178,Дополнительная тема #15 от eclipse,Веб-разработка,user1,user1@gadukagang.com,User,"Ответ #8 от пользователя user1 на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
179,Дополнительная тема #15 от eclipse,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #9 от пользователя EclipseModer на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
180,Дополнительная тема #15 от eclipse,Веб-разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #10 от пользователя EclipseMail на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
181,Дополнительная тема #15 от eclipse,Веб-разработка,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #11 от пользователя EclipseSuper на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
182,Дополнительная тема #15 от eclipse,Веб-разработка,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #12 от пользователя EclipseModer на тему ""Дополнительная тема #15 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
183,Дополнительная тема #16 от moderator2,Веб-разработка,moderator2,mod2@gadukagang.com,Moderator,"Это первое сообщение в теме ""Дополнительная тема #16 от moderator2"". Здесь пользователь moderator2 делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
184,Дополнительная тема #16 от moderator2,Веб-разработка,user1,user1@gadukagang.com,User,"Ответ #1 от пользователя user1 на тему ""Дополнительная тема #16 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
185,Дополнительная тема #16 от moderator2,Веб-разработка,moderator2,mod2@gadukagang.com,Moderator,"Ответ #2 от пользователя moderator2 на тему ""Дополнительная тема #16 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
186,Дополнительная тема #16 от moderator2,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #3 от пользователя user2 на тему ""Дополнительная тема #16 от moderator2"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
187,Дополнительная тема #17 от EclipseSuper,Кибербезопасность,EclipseSuper,simernin.mat@gmail.com,User,"Это первое сообщение в теме ""Дополнительная тема #17 от EclipseSuper"". Здесь пользователь EclipseSuper делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
188,Дополнительная тема #17 от EclipseSuper,Кибербезопасность,moderator1,mod1@gadukagang.com,Moderator,"Ответ #1 от пользователя moderator1 на тему ""Дополнительная тема #17 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
189,Дополнительная тема #17 от EclipseSuper,Кибербезопасность,moderator2,mod2@gadukagang.com,Moderator,"Ответ #2 от пользователя moderator2 на тему ""Дополнительная тема #17 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
190,Дополнительная тема #17 от EclipseSuper,Кибербезопасность,moderator2,mod2@gadukagang.com,Moderator,"Ответ #3 от пользователя moderator2 на тему ""Дополнительная тема #17 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
191,Дополнительная тема #17 от EclipseSuper,Кибербезопасность,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #4 от пользователя EclipseSuper на тему ""Дополнительная тема #17 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
192,Дополнительная тема #17 от EclipseSuper,Кибербезопасность,user5,user5@gadukagang.com,User,"Ответ #5 от пользователя user5 на тему ""Дополнительная тема #17 от EclipseSuper"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
193,Дополнительная тема #18 от EclipseMail,Python,EclipseMail,simernin.mat@gmail.com,User,"Это первое сообщение в теме ""Дополнительная тема #18 от EclipseMail"". Здесь пользователь EclipseMail делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
194,Дополнительная тема #18 от EclipseMail,Python,admin,admin@gadukagang.com,Super Admin,"Ответ #1 от пользователя admin на тему ""Дополнительная тема #18 от EclipseMail"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
195,Дополнительная тема #19 от eclipse,Веб-разработка,eclipse,simernin.mat@gmail.com,User,"Это первое сообщение в теме ""Дополнительная тема #19 от eclipse"". Здесь пользователь eclipse делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
196,Дополнительная тема #19 от eclipse,Веб-разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #1 от пользователя EclipseMail на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
197,Дополнительная тема #19 от eclipse,Веб-разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #2 от пользователя EclipseMail на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
198,Дополнительная тема #19 от eclipse,Веб-разработка,eclipse,simernin.mat@gmail.com,User,"Ответ #3 от пользователя eclipse на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
199,Дополнительная тема #19 от eclipse,Веб-разработка,EclipseSuper,simernin.mat@gmail.com,User,"Ответ #4 от пользователя EclipseSuper на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
200,Дополнительная тема #19 от eclipse,Веб-разработка,eclipse,simernin.mat@gmail.com,User,"Ответ #5 от пользователя eclipse на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
201,Дополнительная тема #19 от eclipse,Веб-разработка,moderator1,mod1@gadukagang.com,Moderator,"Ответ #6 от пользователя moderator1 на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
202,Дополнительная тема #19 от eclipse,Веб-разработка,EclipseMail,simernin.mat@gmail.com,User,"Ответ #7 от пользователя EclipseMail на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
203,Дополнительная тема #19 от eclipse,Веб-разработка,user2,user2@gadukagang.com,User,"Ответ #8 от пользователя user2 на тему ""Дополнительная тема #19 от eclipse"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
204,Дополнительная тема #20 от EclipseModer,Общие вопросы,EclipseModer,simernin.mat@gmail.com,Moderator,"Это первое сообщение в теме ""Дополнительная тема #20 от EclipseModer"". Здесь пользователь EclipseModer делится своими мыслями.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
205,Дополнительная тема #20 от EclipseModer,Общие вопросы,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #1 от пользователя EclipseModer на тему ""Дополнительная тема #20 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
206,Дополнительная тема #20 от EclipseModer,Общие вопросы,EclipseModer,simernin.mat@gmail.com,Moderator,"Ответ #2 от пользователя EclipseModer на тему ""Дополнительная тема #20 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
207,Дополнительная тема #20 от EclipseModer,Общие вопросы,user1,user1@gadukagang.com,User,"Ответ #3 от пользователя user1 на тему ""Дополнительная тема #20 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
208,Дополнительная тема #20 от EclipseModer,Общие вопросы,admin,admin@gadukagang.com,Super Admin,"Ответ #4 от пользователя admin на тему ""Дополнительная тема #20 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
209,Дополнительная тема #20 от EclipseModer,Общие вопросы,eclipse,simernin.mat@gmail.com,User,"Ответ #5 от пользователя eclipse на тему ""Дополнительная тема #20 от EclipseModer"".",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
210,Тема в сообществе Python разработчики #1,Общие вопросы,moderator1,mod1@gadukagang.com,Moderator,"Обсуждение в сообществе ""Python разработчики"". Тема: Тема в сообществе Python разработчики #1.",2025-12-01 13:33:32,Нет,Нет,0,0,0,0
211,Тема в сообществе Python разработчики #1,Общие вопросы,moderator1,mod1@gadukagang.com,Moderator,"Участник moderator1 сообщества ""Python разработчики"" делится мнением по теме: Тема в сообществе Python разработчики #1.",2025-12-01 13:33:48,Нет,Нет,0,0,0,0
212,Тема в сообществе Python разработчики #1,Общие вопросы,user5,user5@gadukagang.com,User,"Участник user5 сообщества ""Python разработчики"" делится мнением по теме: Тема в сообществе Python разработчики #1.",2025-12-01 13:33:57,Нет,Нет,0,0,0,0
213,тема,Сообщества,EclipseSuper,simernin.mat@gmail.com,User,тема 1,2025-12-01 16:46:39,Нет,Нет,0,0,0,0
214,тема,Сообщества,EclipseSuper,simernin.mat@gmail.com,User,тема 1,2025-12-01 16:46:42,Нет,Нет,0,0,0,0
219,ЙЦУЙЦУЦ,Сообщества,eclipse,simernin.mat@gmail.com,User,приветствую,2025-12-26 20:29:00,Нет,Нет,0,0,0,0
220,йцу,Сообщества,eclipse,simernin.mat@gmail.com,User,йцу,2025-12-26 20:29:20,Нет,Нет,0,0,0,0
221,ц,Сообщества,EclipseSuper,simernin.mat@gmail.com,User,ц,2025-12-26 20:40:41,Нет,Нет,0,0,0,0
